#Taoists,,,,,
hermetics;the Way of Tao Society;;;;;;;;;;;;;x,,,,,
hermetics_desc;Taoists believe that there are deeply hidden secrets about this world that only the worthy can uncover. As a member of the Way of Tao Society you will seek the truth in the stars and planets, through diligent experimentation, and by careful interpretation of ancient texts and symbols.;;;;;;;;;;;;;x,,,
hermetics_leader_desc;The most respected master of the Way of Tao Society, possession an understanding of the world that others can only aspire to.;;;;;;;;;;;;;x,,,,
hermetics_rank_1_female;Neophyte;Néophyte;Neophyt;;neófita;;;;;;;;;x,,,,,
hermetics_rank_2_female;Initiate;Initiée;Novizin;;iniciada;;;;;;;;;x,,,,,
hermetics_rank_3_female;Adept;Adepte;Adeptin;;adepta;;;;;;;;;x,,,,,
hermetics_rank_4_female;Master;;;;;;;;;;;;;x,,,,,
hermetics_rank_1_male;Neophyte;Néophyte;Neophyt;;neófito;;;;;;;;;x,,,,,
hermetics_rank_2_male;Initiate;Initié;Novize;;iniciado;;;;;;;;;x,,,,,
hermetics_rank_3_male;Adept;Adepte;Adept;;adepto;;;;;;;;;x,,,,,
hermetics_rank_4_male;Master;;;;;;;;;;;;;x,,,,,
hermetics_write_magnum_opus;Write a Treatise;;;;;;;;;;;;;x,,,,,
hermetics_write_magnum_opus_desc;Record your life's work for posterity in an encrypted Treatise.;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_cd_tooltip;§Y[Root.GetTitledFirstName]§! has not already written a Treatise\n;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_duplicate_ritual_theurgy_tooltip;Does NOT already own a Treatise on ritualistic Theurgy\n;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_duplicate_contemplative_theurgy_tooltip;Does NOT already own a Treatise on contemplative Theurgy\n;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_duplicate_stellar_astrology_tooltip;Does NOT already own a Treatise on stellar Astrology\n;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_duplicate_planetary_astrology_tooltip;Does NOT already own a Treatise on planetary Astrology\n;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_duplicate_panacea_alchemy_tooltip;Does NOT already own a Treatise on alchemical Universal Panacea\n;;;;;;;;;;;;;x,,,,,
hermetics_wrote_magnum_opus_duplicate_transmutation_alchemy_tooltip;Does NOT already own a Treatise on transmutative Alchemy\n;;;;;;;;;;;;;x,,,,,
writing_magnum_opus;Writing Treatise;;;;;;;;;;;;;x,,,,,
writing_magnum_opus_desc;This character is writing a Treatise.;;;;;;;;;;;;;x,,,,,
choose_hermetic_art;Choose Taoist Art;;;;;;;;;;;;;x,,,,,
choose_hermetic_art_desc;Choose to focus on one of the three arts within §Y[Root.Society.GetName]§!. Doing so will allow you to choose a lifestyle trait.;Choisir de se concentrer sur des trois arts §Y[Root.GetSocietyNameDuDelaDes]§!. Le faire permet de choisir un trait de style de vie.;""Wählt eine der drei Künste innerhalb des ""§Y[Root.Society.GetName]§!""-Zirkels aus. Anschließend könnt Ihr einen Lebensstil als neues besonderes Merkmal annehmen."";;Elige a cuál de las tres artes de §Y[Root.Society.GetName]§! te dedicarás. De ese modo", elegirás un rasgo de estilo de vida.;;;;;;;;;x,,,,
choose_hermetic_art_power_desc;Enables §Gright-clicking§! on your character's portrait in order choose one of the three different arts within the Taoists, allowing you to decide on your lifestyle.;;;;;;;;;;;;;x,,,,,
choose_hermetic_art_allow_tooltip;Is allowed to choose a Taoist Art at this time\n;;;;;;;;;;;;;x,,,,,
start_constructing_laboratory_tooltip;[Root.GetFullName] starts the construction of a Laboratory.;[Root.GetFullName] commence la construction d'un laboratoire.;[Root.GetFullName] nimmt den Bau eines Labors in Angriff.;;[Root.GetFullName] comienza a construir un laboratorio.;;;;;;;;;x,,,,,
currency_name_hermetics;Esoteric Knowledge;Savoir ésotérique;Esoterisches Wissen;;Conocimiento esotérico;;;;;;;;;x,,,,,
build_laboratory;Construct Laboratory;Construire un laboratoire;Labor bauen;;Construir laboratorio;;;;;;;;;x,,,,,
build_laboratory_desc;Constructing your own laboratory will help you in the various experiments needed to delve into the deeper truths of creation. It can however easily get very costly...;Construire votre propre laboratoire vous aidera dans les différentes expériences nécessaires pour fouiller dans les vérités plus profondes de la création. Cela peut cependant facilement devenir très coûteux...;Euer eigenes Labor zu bauen, wird Euch bei den verschiedenen Experimenten helfen, die vonnöten sind, um die tieferen Wahrheiten der Schöpfung zu ergründen. Es kann jedoch leicht sehr kostspielig werden...;;Si construyes tu propio laboratorio, podrás realizar los experimentos necesarios para ahondar en la verdad sobre la creación. Sin embargo, es fácil que se suba mucho de precio...;;;;;;;;;x
