#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_ahqing;Ahqing;Ahqing;Ahqing;;Ahqing;;;;;;;;;x
b_ahqing_adj;Ahqingian;;ahqinger;;;;;;;;;;;x
b_aicheng;Aicheng;Aicheng;Aicheng;;Aicheng;;;;;;;;;x
b_aicheng_adj;Aichengian;;aichenger;;;;;;;;;;;x
b_aifucheng;Aifucheng;Aifucheng;Aifucheng;;Aifucheng;;;;;;;;;x
b_aifucheng_adj;Aifuchengian;;aifuchenger;;;;;;;;;;;x
b_ailao;Ailao;Ailao;Ailao;;Ailao;;;;;;;;;x
b_ailao_adj;Ailian;;ailer;;;;;;;;;;;x
b_ailaojiao;Ailaojiao;Ailaojiao;Ailaojiao;;Ailaojiao;;;;;;;;;x
b_ailaojiao_adj;Ailaojian;;ailaojer;;;;;;;;;;;x
b_aksa;Aksa;Aksa;Aksa;;Aksa;;;;;;;;;x
b_aksa_adj;Aksan;;akser;;;;;;;;;;;x
b_anak;Anak;Anak;Anak;;Anak;;;;;;;;;x
b_anak_adj;Anakian;;anaker;;;;;;;;;;;x
b_ancheng;Ancheng;Ancheng;Ancheng;;Ancheng;;;;;;;;;x
b_ancheng_adj;Anchengian;;anchenger;;;;;;;;;;;x
b_anding;Anding;Anding;Anding;;Anding;;;;;;;;;x
b_anding_adj;Andingian;;andinger;;;;;;;;;;;x
b_anfeng;Anfeng;Anfeng;Anfeng;;Anfeng;;;;;;;;;x
b_anfeng_adj;Anfengian;;anfenger;;;;;;;;;;;x
b_anfu;Anfu;Anfu;Anfu;;Anfu;;;;;;;;;x
b_anfu_adj;Anfuian;;anfuer;;;;;;;;;;;x
b_anguan;Anguan;Anguan;Anguan;;Anguan;;;;;;;;;x
b_anguan_adj;Anguanian;;anguaner;;;;;;;;;;;x
b_anguo;Anguo;Anguo;Anguo;;Anguo;;;;;;;;;x
b_anguo_adj;Angian;;anger;;;;;;;;;;;x
b_anjou;Anjou;Anjou;Anjou;;Anjou;;;;;;;;;x
b_anjou_adj;Anjian;;anjer;;;;;;;;;;;x
b_anling;Anling;Anling;Anling;;Anling;;;;;;;;;x
b_anling_adj;Anlingian;;anlinger;;;;;;;;;;;x
b_anmian;Anmian;Anmian;Anmian;;Anmian;;;;;;;;;x
b_anmian_adj;Anmianian;;anmianer;;;;;;;;;;;x
b_anqiu;Anqiu;Anqiu;Anqiu;;Anqiu;;;;;;;;;x
b_anqiu_adj;Anqian;;anqer;;;;;;;;;;;x
b_ansha;Ansha;Ansha;Ansha;;Ansha;;;;;;;;;x
b_ansha_adj;Anshaian;;anshaer;;;;;;;;;;;x
b_anshang;Anshang;Anshang;Anshang;;Anshang;;;;;;;;;x
b_anshang_adj;Anshangian;;anshanger;;;;;;;;;;;x
b_anshangyi;Anshangyi;Anshangyi;Anshangyi;;Anshangyi;;;;;;;;;x
b_anshangyi_adj;Anshangian;;anshanger;;;;;;;;;;;x
b_anwei;Anwei;Anwei;Anwei;;Anwei;;;;;;;;;x
b_anwei_adj;Anwian;;anwer;;;;;;;;;;;x
b_anxi;Anxi;Anxi;Anxi;;Anxi;;;;;;;;;x
b_anxi_adj;Anxian;;anxer;;;;;;;;;;;x
b_anya;Anya;Anya;Anya;;Anya;;;;;;;;;x
b_anya_adj;Anyan;;aner;;;;;;;;;;;x
b_anyang;Anyang;Anyang;Anyang;;Anyang;;;;;;;;;x
b_anyang_adj;Anyangian;;anyanger;;;;;;;;;;;x
b_anyi;Anyi;Anyi;Anyi;;Anyi;;;;;;;;;x
b_anyi_adj;Anian;;aner;;;;;;;;;;;x
b_bacgiang;Bacgiang;Bacgiang;Bacgiang;;Bacgiang;;;;;;;;;x
b_bacgiang_adj;Bacgiangian;;bacgianger;;;;;;;;;;;x
b_badong;Badong;Badong;Badong;;Badong;;;;;;;;;x
b_badong_adj;Badongian;;badonger;;;;;;;;;;;x
b_baideng;Baideng;Baideng;Baideng;;Baideng;;;;;;;;;x
b_baideng_adj;Baidengian;;baidenger;;;;;;;;;;;x
b_baidi;Baidi;Baidi;Baidi;;Baidi;;;;;;;;;x
b_baidi_adj;Baidian;;baider;;;;;;;;;;;x
b_baidicheng;Baidicheng;Baidicheng;Baidicheng;;Baidicheng;;;;;;;;;x
b_baidicheng_adj;Baidichengian;;baidichenger;;;;;;;;;;;x
b_baidu;Baidu;Baidu;Baidu;;Baidu;;;;;;;;;x
b_baidu_adj;Baidian;;baider;;;;;;;;;;;x
b_baihe;Baihe;Baihe;Baihe;;Baihe;;;;;;;;;x
b_baihe_adj;Baihean;;baiher;;;;;;;;;;;x
b_bailangshan;Bailangshan;Bailangshan;Bailangshan;;Bailangshan;;;;;;;;;x
b_bailangshan_adj;Bailangshanian;;bailangshaner;;;;;;;;;;;x
b_baima;Baima;Baima;Baima;;Baima;;;;;;;;;x
b_baima_adj;Baiman;;baimer;;;;;;;;;;;x
b_bairen;Bairen;Bairen;Bairen;;Bairen;;;;;;;;;x
b_bairen_adj;Bairenian;;bairener;;;;;;;;;;;x
b_baisanzi;Baisanzi;Baisanzi;Baisanzi;;Baisanzi;;;;;;;;;x
b_baisanzi_adj;Baisanzian;;baisanzer;;;;;;;;;;;x
b_baishuiguan;Baishuiguan;Baishuiguan;Baishuiguan;;Baishuiguan;;;;;;;;;x
b_baishuiguan_adj;Baishuiguanian;;baishuiguaner;;;;;;;;;;;x
b_baiting;Baiting;Baiting;Baiting;;Baiting;;;;;;;;;x
b_baiting_adj;Baitingian;;baitinger;;;;;;;;;;;x
