#Buildings
tp_wall_q_1;Temple Fortifications;;;;;;;;;;;;;x
tp_wall_q_2;Temple Fortifications;;;;;;;;;;;;;x
tp_wall_q_3;Temple Fortifications;;;;;;;;;;;;;x
tp_wall_q_4;Temple Fortifications;;;;;;;;;;;;;x
tp_wall_q_5;Temple Fortifications;;;;;;;;;;;;;x
tp_wall_1;Temple Wall;;;;;;;;;;;;;x
tp_wall_2;Temple Wall;;;;;;;;;;;;;x
tp_wall_3;Temple Wall;;;;;;;;;;;;;x
tp_wall_4;Temple Wall;;;;;;;;;;;;;x
tp_wall_5;Temple Wall;;;;;;;;;;;;;x
tp_monastery_1;Temple;;;;;;;;;;;;;x
tp_monastery_2;Temple;;;;;;;;;;;;;x
tp_monastery_3;Temple;;;;;;;;;;;;;x
tp_monastery_4;Palace;;;;;;;;;;;;;x
tp_monastery_5;Palace;;;;;;;;;;;;;x
tp_monastery_6;Palace;;;;;;;;;;;;;x
tp_town_1;Temple Town;;;;;;;;;;;;;x
tp_town_2;Temple Town;;;;;;;;;;;;;x
tp_town_3;Temple Town;;;;;;;;;;;;;x
tp_town_4;Temple Town;;;;;;;;;;;;;x
tp_town_5;Temple Town;;;;;;;;;;;;;x
tp_town_6;Temple Town;;;;;;;;;;;;;x
tp_school_1;Temple School;;;;;;;;;;;;;x
tp_school_2;Temple Academy;;;;;;;;;;;;;x
ct_university_1;University;Université;Universität;;Universidad;;;;;;;;;x
ct_university_2;University;Université;Universität;;Universidad;;;;;;;;;x
ct_university_3;University;Université;Universität;;Universidad;;;;;;;;;x
ca_con_wall_6;Imperial Wall;;;;;;;;;;;;;x
ca_con_wall_6_desc;Imperial Walls were built to be impervious to attack.;;;;;;;;;;;;;x
